Weenie ID,Weenie String,Weenie Class Name,Release,Type,Status,Patch Name,Quest Name,Comments
80066,Tomb Rubble,tombrubble,Retail,,,,,
80067,Bloodstone Crystal Stockpile Gen,bloodstonecrystalstockpilegen,Retail,,,,,
80068,Fall Festival Events Stopgap!,fallfestivaleventsstopgap!,Retail,,,,,
80069,Fall Festival Events Stopgap Gen,fallfestivaleventsstopgapgen,Retail,Generator,,,,
80070,Amelia Dirt Pile 1 Generator,ameliadirtpile1generator,Retail,,,,,
80071,Amelia Dirt Pile 2 Generator,ameliadirtpile2generator,Retail,,,,,
80072,Amelia Dirt Pile 3 Generator,ameliadirtpile3generator,Retail,,,,,
80073,Amelia Dirt Pile 4 Generator,ameliadirtpile4generator,Retail,,,,,
80074,Amelia Dirt Pile 5 Generator,ameliadirtpile5generator,Retail,,,,,
80075,Amelia Dirt Pile 6 Generator,ameliadirtpile6generator,Retail,,,,,
80076,Amelia Wanderer Generator,ameliawanderergenerator,Retail,,,,,
80077,Amelia Idle Generator,ameliaidlegenerator,Retail,,,,,
80078,Pon Mi's confession,ponmisconfession,Retail,,,,,
80079,Hot Soup Elemental,hotsoupelemental,Retail,,,,,
80080,Pancake Golem,pancakegolem,Retail,,,,,
80081,Syrup Elemental,syrupelemental,Retail,,,,,
80082,Gummy Ursuin,gummyursuin,Retail,,,,,
80083,Sugar Crystal,sugarcrystal,Retail,,,,,
80084,Gelatin,gelatin,Retail,,,,,
80085,L'il Pat of Butter,lilpatofbutter,Retail,,,,,
80086,Sentient Oven,sentientoven,Retail,,,,,
80087,Pink Nanjou Shou-jen,pinknanjoushoujen,Retail,,,,,
80088,IHOP Food Encounter Gen,ihopfoodencountergen,Retail,,,,,
80089,Empty Plate,emptyplate,Retail,,,,,
80090,Empty Plate,emptyplate,Retail,,,,,
80091,Empty Plate,emptyplate,Retail,,,,,
80092,Gladys the Golem Waitress,gladysthegolemwaitress,Retail,,,,,
80093,Pon Mi,ponmi,Retail,,,,,
80094,Corpse of Pon Mi,corpseofponmi,Retail,,,,,
80095,IHOP Chef Gen,ihopchefgen,Retail,,,,,
80096,Chow Doun,chowdoun,Retail,,,,,
80097,Tanada House of Pancakes,tanadahouseofpancakes,Retail,,,,,
80098,Colored Egg,coloredegg,Retail,,,,,
80099,Rotten Egg,rottenegg,Retail,,,,,
80100,Surface,surface,Retail,,,,,
80101,Mark of a Kill,markofakill,Retail,,,,,
80102,Statue of Death,statueofdeath,Retail,,,,,
80103,Statue of Illuminating Death,statueofilluminatingdeath,Retail,,,,,
80104,Statue of High Illumination,statueofhighillumination,Retail,,,,,
80105,Statue of Extreme Illumination,statueofextremeillumination,Retail,,,,,
80106,DCA Devices Generator,dcadevicesgenerator,Retail,,,,,
80107,Arena Heal,arenaheal,Retail,,,,,
80108,Arena Stamina,arenastamina,Retail,,,,,
80109,Arena Mana,arenamana,Retail,,,,,
80110,Arena Max Health,arenamaxhealth,Retail,,,,,
80111,Arena Max Stamina,arenamaxstamina,Retail,,,,,
80112,Arena Max Mana,arenamaxmana,Retail,,,,,
80113,Arena Atlatl,arenaatlatl,Retail,,,,,
80114,Arena Axe,arenaaxe,Retail,,,,,
80115,Arena Bow,arenabow,Retail,,,,,
80116,Arena Claw,arenaclaw,Retail,,,,,
80117,Arena Crossbow,arenacrossbow,Retail,,,,,
80118,Arena Dagger,arenadagger,Retail,,,,,
80119,Arena Mace,arenamace,Retail,,,,,
80120,Arena Spear,arenaspear,Retail,,,,,
80121,Arena Staff,arenastaff,Retail,,,,,
80122,Arena Sword,arenasword,Retail,,,,,
80123,Arena Wand,arenawand,Retail,,,,,
80124,Arena Atlatl,arenaatlatl,Retail,,,,,
80125,Arena Axe,arenaaxe,Retail,,,,,
80126,Arena Bow,arenabow,Retail,,,,,
80127,Arena Claw,arenaclaw,Retail,,,,,
80128,Arena Crossbow,arenacrossbow,Retail,,,,,
80129,Arena Dagger,arenadagger,Retail,,,,,
80130,Arena Mace,arenamace,Retail,,,,,
80131,Arena Spear,arenaspear,Retail,,,,,
80132,Arena Staff,arenastaff,Retail,,,,,
80133,Arena Sword,arenasword,Retail,,,,,
80134,Arena Wand,arenawand,Retail,,,,,
80135,Statue of Illuminating Death,statueofilluminatingdeath,Retail,,,,,
80136,Statue of Illuminating Death,statueofilluminatingdeath,Retail,,,,,
80137,Statue of Illuminating Death,statueofilluminatingdeath,Retail,,,,,
80138,Statue of Illuminating Death,statueofilluminatingdeath,Retail,,,,,
80139,Statue of High Illumination,statueofhighillumination,Retail,,,,,
80140,DCA Linkable Generator,dcalinkablegenerator,Retail,,,,,
80141,DCP Linkable Generator,dcplinkablegenerator,Retail,,,,,
80142,DCA Lum1 Linkable Generator,dcalum1linkablegenerator,Retail,,,,,
80143,DCA Lum2 Linkable Generator,dcalum2linkablegenerator,Retail,,,,,
80144,DCA Lum3 Linkable Generator,dcalum3linkablegenerator,Retail,,,,,
80145,DCA Lum4 Linkable Generator,dcalum4linkablegenerator,Retail,,,,,
80146,DCA Lum5 Linkable Generator,dcalum5linkablegenerator,Retail,,,,,
80147,DCA HiLum1 Linkable Generator,dcahilum1linkablegenerator,Retail,,,,,
80148,DCA HiLum2 Linkable Generator,dcahilum2linkablegenerator,Retail,,,,,
80149,DCA ExLum1 Linkable Generator,dcaexlum1linkablegenerator,Retail,,,,,
80150,Tremendous Baby Monouga,tremendousbabymonouga,Retail,,,,,
80151,Eggsploder,eggsploder,Retail,,,,,
80200,Menhir Ring One,menhirringone,Retail,,,,,
80201,Menhir Ring Two,menhirringtwo,Retail,,,,,
80202,Menhir Ring Three,menhirringthree,Retail,,,,,
80203,Menhir Ring Four,menhirringfour,Retail,,,,,
80204,Menhir Ring Five,menhirringfive,Retail,,,,,
80205,Menhir Ring Six,menhirringsix,Retail,,,,,
80206,Menhir Ring Seven,menhirringseven,Retail,,,,,
80207,Menhir Ring Eight,menhirringeight,Retail,,,,,
80208,Menhir Ring Nine,menhirringnine,Retail,,,,,
80209,Menhir Ring Ten,menhirringten,Retail,,,,,
80210,Menhir Ring Eleven,menhirringeleven,Retail,,,,,
80211,Menhir Ring Twelve,menhirringtwelve,Retail,,,,,
80212,Menhir Ring Thirteen,menhirringthirteen,Retail,,,,,
80213,Menhir Ring Fourteen,menhirringfourteen,Retail,,,,,
80214,Menhir Ring Fifteen,menhirringfifteen,Retail,,,,,
80215,Menhir Ring Sixteen,menhirringsixteen,Retail,,,,,
80216,Menhir Ring Seventeen,menhirringseventeen,Retail,,,,,
80217,Menhir Ring Eighteen,menhirringeighteen,Retail,,,,,
80218,Menhir Ring Nineteen,menhirringnineteen,Retail,,,,,
80219,Menhir Ring Twenty,menhirringtwenty,Retail,,,,,
80220,Inert Menhir Ring,inertmenhirring,Retail,,,,,
80221,New Year Events Stopgap!,newyeareventsstopgap!,Retail,,,,,
80222,New Year Events Stopgap Gen,newyeareventsstopgapgen,Retail,Generator,,,,
80223,New Years Day Events Stopgap!,newyearsdayeventsstopgap!,Retail,,,,,
80224,New Years Day Events Stopgap Gen,newyearsdayeventsstopgapgen,Retail,Generator,,,,
80225,Holiday Planner Generator,holidayplannergenerator,Retail,Generator,,,,
80226,Cloaked Covenant Breastplate,cloakedcovenantbreastplate,Retail,,Finished,,,
80300,Blight Lictor's Head,blightlictorshead,Retail,,,,,
80301,Scepter of Menilesh,scepterofmenilesh,Retail,,,,,
80302,Radiant Blood Letter of Introduction,radiantbloodletterofintroduction,Retail,,,,,
80303,Celestial Hand Tabard,celestialhandtabard,Retail,,,,,
80304,Eldrytch Web Tabard,eldrytchwebtabard,Retail,,,,,
80305,Radiant Blood Tabard,radiantbloodtabard,Retail,,,,,
80306,Corrupted Mana Shard,corruptedmanashard,Retail,,,,,
80307,Ancient Falatacot Tome of Light,ancientfalatacottomeoflight,Retail,,,,,
80310,Freebooter Courtyard Blight Gen,freebootercourtyardblightgen,Retail,,,,,
80311,Freebooter Courtyard Celhan Gen,freebootercourtyardcelhangen,Retail,,,,,
80312,Celestial Hand Banner of the Courtyard,celestialhandbannerofthecourtyard,Retail,,,,,
80313,Banner Regeneration Field,bannerregenerationfield,Retail,,,,,
80314,Celestial Hand Banner of the Spire,celestialhandbannerofthespire,Retail,,,,,
80315,Celestial Hand Banner of the Tower,celestialhandbannerofthetower,Retail,,,,,
80316,Freebooter Spire Blight Gen,freebooterspireblightgen,Retail,,,,,
80317,Freebooter Spire Celhan Gen,freebooterspirecelhangen,Retail,,,,,
80318,Freebooter Tower Blight Gen,freebootertowerblightgen,Retail,,,,,
80319,Freebooter Tower Celhan Gen,freebootertowercelhangen,Retail,,,,,
80320,Eldrytch Web Banner of the Courtyard,eldrytchwebbannerofthecourtyard,Retail,,,,,
80321,Eldrytch Web Banner of the Spire,eldrytchwebbannerofthespire,Retail,,,,,
80322,Eldrytch Web Banner of the Tower,eldrytchwebbannerofthetower,Retail,,,,,
80323,Radiant Blood Banner of the Courtyard,radiantbloodbannerofthecourtyard,Retail,,,,,
80324,Radiant Blood Banner of the Spire,radiantbloodbannerofthespire,Retail,,,,,
80325,Radiant Blood Banner of the Tower,radiantbloodbannerofthetower,Retail,,,,,
80326,Freebooter Courtyard Eldweb Gen,freebootercourtyardeldwebgen,Retail,,,,,
80327,Freebooter Courtyard Radblo Gen,freebootercourtyardradblogen,Retail,,,,,
80328,Freebooter Spire Eldweb Gen,freebooterspireeldwebgen,Retail,,,,,
80329,Freebooter Spire Radblo Gen,freebooterspireradblogen,Retail,,,,,
80330,Freebooter Tower Eldweb Gen,freebootertowereldwebgen,Retail,,,,,
80331,Freebooter Tower Radblo Gen,freebootertowerradblogen,Retail,,,,,
80332,Freebooter Celhan Gen,freebootercelhangen,Retail,,,,,
80333,Freebooter Eldweb Gen,freebootereldwebgen,Retail,,,,,
80334,Freebooter Radblo Gen,freebooterradblogen,Retail,,,,,
80335,Celestial Hand Freebooter Keep Black Market Portal,celestialhandfreebooterkeepblackmarketportal,Retail,,,,,
80336,Eldrytch Web Freebooter Keep Black Market Portal,eldrytchwebfreebooterkeepblackmarketportal,Retail,,,,,
80337,Radiant Blood Freebooter Keep Black Market Portal,radiantbloodfreebooterkeepblackmarketportal,Retail,,,,,
80338,Freebooter Celhan Array Gen,freebootercelhanarraygen,Retail,,,,,
80339,Freebooter Eldweb Array Gen,freebootereldwebarraygen,Retail,,,,,
80340,Freebooter Radblo Array Gen,freebooterradbloarraygen,Retail,,,,,
80341,Eldrytch Web Crystal Array,eldrytchwebcrystalarray,Retail,,,,,
80342,Radiant Blood Crystal Array,radiantbloodcrystalarray,Retail,,,,,
80343,Creeping Blight Banner of the Courtyard,creepingblightbannerofthecourtyard,Retail,,,,,
80344,Freebooter Celhan Reset Array Gen,freebootercelhanresetarraygen,Retail,,,,,
80345,Freebooter Eldweb Reset Array Gen,freebootereldwebresetarraygen,Retail,,,,,
80346,Freebooter Radblo Reset Array Gen,freebooterradbloresetarraygen,Retail,,,,,
80347,Creeping Blight Banner of the Courtyard,creepingblightbannerofthecourtyard,Retail,,,,,
80348,Creeping Blight Banner of the Courtyard,creepingblightbannerofthecourtyard,Retail,,,,,
80349,Freebooter Celhan Stopgap Gen,freebootercelhanstopgapgen,Retail,,,,,
80350,Freebooter Eldweb Stopgap Gen,freebootereldwebstopgapgen,Retail,,,,,
80351,Freebooter Radblo Stopgap Gen,freebooterradblostopgapgen,Retail,,,,,
80352,Freebooter Celhan Stopgap!,freebootercelhanstopgap!,Retail,,,,,
80353,Freebooter Eldweb Stopgap!,freebootereldwebstopgap!,Retail,,,,,
80354,Freebooter Radblo Stopgap!,freebooterradblostopgap!,Retail,,,,,
80355,Freebooter Celhan Rewards Gen,freebootercelhanrewardsgen,Retail,,,,,
80356,Freebooter Eldweb Rewards Gen,freebootereldwebrewardsgen,Retail,,,,,
80357,Freebooter Radblo Rewards Gen,freebooterradblorewardsgen,Retail,,,,,
80358,Mitsuhara Takeo,mitsuharatakeo,Retail,,,,,
80359,Mitsuhara Kamekeka,mitsuharakamekeka,Retail,,,,,
80360,Mitsuhara Ryuhi,mitsuhararyuhi,Retail,,,,,
80361,Freebooter Blight Gen,freebooterblightgen,Retail,,,,,
80362,Freebooter Celhan Supply Gen,freebootercelhansupplygen,Retail,,,,,
80363,Freebooter Eldweb Supply Gen,freebootereldwebsupplygen,Retail,,,,,
80364,Freebooter Radblo Supply Gen,freebooterradblosupplygen,Retail,,,,,
80365,Freebooter Keep Supply Crate,freebooterkeepsupplycrate,Retail,,,,,
80366,Northwatch Blight Gen,northwatchblightgen,Retail,,,,,
80367,Northwatch Courtyard Blight Gen,northwatchcourtyardblightgen,Retail,,,,,
80368,Northwatch Courtyard Celhan Gen,northwatchcourtyardcelhangen,Retail,,,,,
80369,Northwatch Spire Blight Gen,northwatchspireblightgen,Retail,,,,,
80370,Northwatch Spire Celhan Gen,northwatchspirecelhangen,Retail,,,,,
80371,Northwatch Tower Blight Gen,northwatchtowerblightgen,Retail,,,,,
80372,Northwatch Tower Celhan Gen,northwatchtowercelhangen,Retail,,,,,
80373,Northwatch Courtyard Eldweb Gen,northwatchcourtyardeldwebgen,Retail,,,,,
80374,Northwatch Courtyard Radblo Gen,northwatchcourtyardradblogen,Retail,,,,,
80375,Northwatch Spire Eldweb Gen,northwatchspireeldwebgen,Retail,,,,,
80376,Northwatch Spire Radblo Gen,northwatchspireradblogen,Retail,,,,,
80377,Northwatch Tower Eldweb Gen,northwatchtowereldwebgen,Retail,,,,,
80378,Northwatch Tower Radblo Gen,northwatchtowerradblogen,Retail,,,,,
80379,Northwatch Celhan Gen,northwatchcelhangen,Retail,,,,,
80380,Northwatch Eldweb Gen,northwatcheldwebgen,Retail,,,,,
80381,Northwatch Radblo Gen,northwatchradblogen,Retail,,,,,
80382,Northwatch Celhan Array Gen,northwatchcelhanarraygen,Retail,,,,,
80383,Northwatch Eldweb Array Gen,northwatcheldwebarraygen,Retail,,,,,
80384,Northwatch Radblo Array Gen,northwatchradbloarraygen,Retail,,,,,
80385,Northwatch Celhan Reset Array Gen,northwatchcelhanresetarraygen,Retail,,,,,
80386,Northwatch Eldweb Reset Array Gen,northwatcheldwebresetarraygen,Retail,,,,,
80387,Northwatch Radblo Reset Array Gen,northwatchradbloresetarraygen,Retail,,,,,
80388,Northwatch Celhan Stopgap Gen,northwatchcelhanstopgapgen,Retail,,,,,
80389,Northwatch Eldweb Stopgap Gen,northwatcheldwebstopgapgen,Retail,,,,,
80390,Northwatch Radblo Stopgap Gen,northwatchradblostopgapgen,Retail,,,,,
80391,Northwatch Celhan Rewards Gen,northwatchcelhanrewardsgen,Retail,,,,,
80392,Northwatch Eldweb Rewards Gen,northwatcheldwebrewardsgen,Retail,,,,,
80393,Northwatch Radblo Rewards Gen,northwatchradblorewardsgen,Retail,,,,,
80394,Northwatch Celhan Supply Gen,northwatchcelhansupplygen,Retail,,,,,
80395,Northwatch Eldweb Supply Gen,northwatcheldwebsupplygen,Retail,,,,,
80396,Northwatch Radblo Supply Gen,northwatchradblosupplygen,Retail,,,,,
80397,Northwatch Castle Supply Crate,northwatchcastlesupplycrate,Retail,,,,,
80398,Freebooter Keep,freebooterkeep,Retail,,,,,
80399,Northwatch Castle Portal,northwatchcastleportal,Retail,,,,,
80400,Northwatch Celhan Stopgap!,northwatchcelhanstopgap!,Retail,,,,,
80401,Northwatch Eldweb Stopgap!,northwatcheldwebstopgap!,Retail,,,,,
80402,Northwatch Radblo Stopgap!,northwatchradblostopgap!,Retail,,,,,
80403,Celestial Hand Northwatch Castle Black Market Portal,celestialhandnorthwatchcastleblackmarketportal,Retail,,,,,
80404,Eldrytch Web Northwatch Castle Black Market Portal,eldrytchwebnorthwatchcastleblackmarketportal,Retail,,,,,
80405,Radiant Blood Northwatch Castle Black Market Portal,radiantbloodnorthwatchcastleblackmarketportal,Retail,,,,,
80406,Creeping Blight Banner of the Courtyard,creepingblightbannerofthecourtyard,Retail,,,,,
80407,Creeping Blight Banner of the Courtyard,creepingblightbannerofthecourtyard,Retail,,,,,
80408,Creeping Blight Banner of the Courtyard,creepingblightbannerofthecourtyard,Retail,,,,,
80409,Celestial Hand Banner of the Courtyard,celestialhandbannerofthecourtyard,Retail,,,,,
80410,Celestial Hand Banner of the Spire,celestialhandbannerofthespire,Retail,,,,,
80411,Celestial Hand Banner of the Tower,celestialhandbannerofthetower,Retail,,,,,
80412,Eldrytch Web Banner of the Courtyard,eldrytchwebbannerofthecourtyard,Retail,,,,,
80413,Eldrytch Web Banner of the Spire,eldrytchwebbannerofthespire,Retail,,,,,
80414,Eldrytch Web Banner of the Tower,eldrytchwebbannerofthetower,Retail,,,,,
80415,Radiant Blood Banner of the Courtyard,radiantbloodbannerofthecourtyard,Retail,,,,,
80416,Radiant Blood Banner of the Spire,radiantbloodbannerofthespire,Retail,,,,,
80417,Radiant Blood Banner of the Tower,radiantbloodbannerofthetower,Retail,,,,,
80418,Celestial Hand Satellite Fragment,celestialhandsatellitefragment,Retail,,,,,
80419,Eldrytch Web Satellite Fragment,eldrytchwebsatellitefragment,Retail,,,,,
80420,Radiant Blood Satellite Fragment,radiantbloodsatellitefragment,Retail,,,,,
80421,Master MacTavish,mastermactavish,Retail,,,,,
80422,Master Mehkar al-Qalam,mastermehkaralqalam,Retail,,,,,
80423,Arqubal the Archmage,arqubalthearchmage,Retail,,,,,
80424,Hacha Jien the Archmage,hachajienthearchmage,Retail,,,,,
80425,Purser Narissa Pelton,pursernarissapelton,Retail,,,,,
80426,Purser Jak Halftoes,purserjakhalftoes,Retail,,,,,
80427,Consolata,consolata,Retail,,,,,
80428,Digby,digby,Retail,,,,,
80429,Ilnorra Denasta,ilnorradenasta,Retail,,,,,
80430,Lormish Littlefinger,lormishlittlefinger,Retail,,,,,
80431,Calhoun,calhoun,Retail,,,,,
80432,Janaris bint Bazheer,janarisbintbazheer,Retail,,,,,
80433,Pak Li-Shung,paklishung,Retail,,,,,
80434,Chiriko,chiriko,Retail,,,,,
80435,Kagami,kagami,Retail,,,,,
80436,Hanzo,hanzo,Retail,,,,,
80437,Bayani,bayani,Retail,,,,,
80438,Ornate Armor Writ,ornatearmorwrit,Retail,,,,,
80439,Valerian McGreggor,valerianmcgreggor,Retail,,,,,
80500,Tou-Tou Lum Area,toutoulumarea,Retail,,,,,
80501,Tou-Tou Shadow Vortex Gen,toutoushadowvortexgen,Retail,,,,,
80502,Tou-Tou Pillar of Fire Gen,toutoupillaroffiregen,Retail,,,,,
80503,Tou-Tou NOLum Area,toutounolumarea,Retail,,,,,
80504,Tou-Tou NOLum NOKT Gen,toutounolumnoktgen,Retail,,,,,
80505,Tou-Tou Beach Area,toutoubeacharea,Retail,,,,,
80510,Tou-Tou Shredder Grievver Lum Area Gen,toutoushreddergrievverlumareagen,Retail,,,,,
80511,Tou-Tou Devourer Margul Lum Area Gen,toutoudevourermargullumareagen,Retail,,,,,
80512,Tou-Tou Panumbris Shadow Lum Area Gen,toutoupanumbrisshadowlumareagen,Retail,,,,,
80513,Tou-Tou Shadow Flyer Lum Area Gen,toutoushadowflyerlumareagen,Retail,,,,,
80514,Tou-Tou Shadows NO Lum Area Gen,toutoushadowsnolumareagen,Retail,,,,,
80515,Tou-Tou Shadow Flyer NOLum Gen,toutoushadowflyernolumgen,Retail,,,,,
80516,Tou-Tou Shredder Grievver NOLumKT Gen,toutoushreddergrievvernolumktgen,Retail,,,,,
80517,Tou-Tou Devourer Margul NOLumKT Gen,toutoudevourermargulnolumktgen,Retail,,,,,
80518,Tou-Tou Panumbris Shadow NOLumKT Gen,toutoupanumbrisshadownolumktgen,Retail,,,,,
80519,Tou-Tou Shadow Flyer NOLumKT Gen,toutoushadowflyernolumktgen,Retail,,,,,
80520,Luminance Wisp,luminancewisp,Retail,,,,,
80521,Luminance Wisp,luminancewisp,Retail,,,,,
80522,Luminance Wisp,luminancewisp,Retail,,,,,
80523,Chest of Mana Forge Keys,chestofmanaforgekeys,Retail,,,,,
80524,Chest of Trade Notes,chestoftradenotes,Retail,,,,,
80525,Hero Token Generator,herotokengenerator,Retail,Generator,,,,
80526,Legendary Key Generator,legendarykeygenerator,Retail,Generator,,,,
80527,Legendary Key Generator,legendarykeygenerator,Retail,Generator,,,,
81000,Harbinger's Lair,harbingerslair,Retail,,,,,
81001,Iron Phial of Acid Vulnerability,ironphialofacidvulnerability,Retail,,,,,
81002,Iron Phial of Bludgeon Vulnerability,ironphialofbludgeonvulnerability,Retail,,,,,
81003,Iron Phial of Cold Vulnerability,ironphialofcoldvulnerability,Retail,,,,,
81004,Iron Phial of Fire Vulnerability,ironphialoffirevulnerability,Retail,,,,,
81006,Iron Phial of Lightning Vulnerability,ironphialoflightningvulnerability,Retail,,,,,
81007,Iron Phial of Piercing Vulnerability,ironphialofpiercingvulnerability,Retail,,,,,
81008,Iron Phial of Blade Vulnerability,ironphialofbladevulnerability,Retail,,,,,
81009,Iron Phial of Fester,ironphialoffester,Retail,,,,,
81011,Copper Phial of Acid Vulnerability,copperphialofacidvulnerability,Retail,,,,,
81012,Copper Phial of Bludgeon Vulnerability,copperphialofbludgeonvulnerability,Retail,,,,,
81013,Copper Phial of Cold Vulnerability,copperphialofcoldvulnerability,Retail,,,,,
81014,Copper Phial of Fire Vulnerability,copperphialoffirevulnerability,Retail,,,,,
81016,Copper Phial of Lightning Vulnerability,copperphialoflightningvulnerability,Retail,,,,,
81017,Copper Phial of Piercing Vulnerability,copperphialofpiercingvulnerability,Retail,,,,,
81018,Copper Phial of Blade Vulnerability,copperphialofbladevulnerability,Retail,,,,,
81019,Copper Phial of Fester,copperphialoffester,Retail,,,,,
81021,Silver Phial of Acid Vulnerability,silverphialofacidvulnerability,Retail,,,,,
81022,Silver Phial of Bludgeon Vulnerability,silverphialofbludgeonvulnerability,Retail,,,,,
81023,Silver Phial of Cold Vulnerability,silverphialofcoldvulnerability,Retail,,,,,
81024,Silver Phial of Fire Vulnerability,silverphialoffirevulnerability,Retail,,,,,
81026,Silver Phial of Lightning Vulnerability,silverphialoflightningvulnerability,Retail,,,,,
81027,Silver Phial of Piercing Vulnerability,silverphialofpiercingvulnerability,Retail,,,,,
81028,Silver Phial of Blade Vulnerability,silverphialofbladevulnerability,Retail,,,,,
81029,Silver Phial of Fester,silverphialoffester,Retail,,,,,
81031,Gold Phial of Acid Vulnerability,goldphialofacidvulnerability,Retail,,,,,
81032,Gold Phial of Bludgeon Vulnerability,goldphialofbludgeonvulnerability,Retail,,,,,
81033,Gold Phial of Cold Vulnerability,goldphialofcoldvulnerability,Retail,,,,,
81034,Gold Phial of Fire Vulnerability,goldphialoffirevulnerability,Retail,,,,,
81036,Gold Phial of Lightning Vulnerability,goldphialoflightningvulnerability,Retail,,,,,
81037,Gold Phial of Piercing Vulnerability,goldphialofpiercingvulnerability,Retail,,,,,
81038,Gold Phial of Blade Vulnerability,goldphialofbladevulnerability,Retail,,,,,
81039,Gold Phial of Fester,goldphialoffester,Retail,,,,,
81041,Pyreal Phial of Acid Vulnerability,pyrealphialofacidvulnerability,Retail,,,,,
81042,Pyreal Phial of Bludgeon Vulnerability,pyrealphialofbludgeonvulnerability,Retail,,,,,
81043,Pyreal Phial of Cold Vulnerability,pyrealphialofcoldvulnerability,Retail,,,,,
81044,Pyreal Phial of Fire Vulnerability,pyrealphialoffirevulnerability,Retail,,,,,
81046,Pyreal Phial of Lightning Vulnerability,pyrealphialoflightningvulnerability,Retail,,,,,
81047,Pyreal Phial of Piercing Vulnerability,pyrealphialofpiercingvulnerability,Retail,,,,,
81048,Pyreal Phial of Blade Vulnerability,pyrealphialofbladevulnerability,Retail,,,,,
81049,Pyreal Phial of Fester,pyrealphialoffester,Retail,,,,,
81051,Platinum Phial of Acid Vulnerability,platinumphialofacidvulnerability,Retail,,,,,
81052,Platinum Phial of Bludgeon Vulnerability,platinumphialofbludgeonvulnerability,Retail,,,,,
81053,Platinum Phial of Cold Vulnerability,platinumphialofcoldvulnerability,Retail,,,,,
81054,Platinum Phial of Fire Vulnerability,platinumphialoffirevulnerability,Retail,,,,,
81056,Platinum Phial of Lightning Vulnerability,platinumphialoflightningvulnerability,Retail,,,,,
81057,Platinum Phial of Piercing Vulnerability,platinumphialofpiercingvulnerability,Retail,,,,,
81058,Platinum Phial of Blade Vulnerability,platinumphialofbladevulnerability,Retail,,,,,
81059,Platinum Phial of Fester,platinumphialoffester,Retail,,,,,
81062,Empowered Platinum Phial of Bludgeon Vulnerability,empoweredplatinumphialofbludgeonvulnerability,Retail,,,,,
81063,Empowered Platinum Phial of Cold Vulnerability,empoweredplatinumphialofcoldvulnerability,Retail,,,,,
81064,Empowered Platinum Phial of Fire Vulnerability,empoweredplatinumphialoffirevulnerability,Retail,,,,,
81066,Empowered Platinum Phial of Lightning Vulnerability,empoweredplatinumphialoflightningvulnerability,Retail,,,,,
81067,Empowered Platinum Phial of Piercing Vulnerability,empoweredplatinumphialofpiercingvulnerability,Retail,,,,,
81068,Empowered Platinum Phial of Blade Vulnerability,empoweredplatinumphialofbladevulnerability,Retail,,,,,
81069,Empowered Platinum Phial of Fester,empoweredplatinumphialoffester,Retail,,,,,
81070,Olthoi Token of the Key,olthoitokenofthekey,Retail,,,,,
81071,Olthoi Token of Luminance,olthoitokenofluminance,Retail,,,,,
81072,Olthoi Token of the Experience,olthoitokenoftheexperience,Retail,,,,,
85000,Shadow March Generator,shadowmarchgenerator,Retail,,,,,
85001,Bookcase,bookcase,Retail,,,,,
85002,Bookcase,bookcase,Retail,,,,,
87000,,ace87000gygraveratcamp,Retail,,,,,
87001,,ace87001-gydaypyretwocampgen,Retail,,,,,
87002,,ace87002-graveyarddaycrittergen,Retail,,,,,
87003,,ace87003-graveyarddaycrittergentwo,Retail,,,,,
87004,,ace87004-gydaypyrethreecampgen,Retail,,,,,
87005,,ace87005-gydaypyrefivecampgen,Retail,,,,,
87006,,ace87006-87006 gynightpyreonecampgen,Retail,,,,,
87007,,ace87007-gynightpyretwocampgen,Retail,,,,,
87008,,ace87008-gynightpyrethreecampgen,Retail,,,,,
87009,,ace87009-87009 gynightwightonecampgen,Retail,,,,,
87010,,ace87010-87010 gynightwighttwocampgen,Retail,,,,,
87011,,ace87011-87011 gynightwightthreecampgen,Retail,,,,,
87012,GY Night Bunker Top Gen,gynightbunkertopgen,Retail,,,,,
87013,Graveyard Rat Burrow Gen,graveyardratburrowgen,Retail,,,,,
87014,,ace87014-graveyardnightcrittergen,Retail,,,,,
87018,Small Sand Golem,smallsandgolem,Retail,,,,,
87019,StrangeDeviceOneScene Gen,strangedeviceonescenegen,Retail,,,,,
87020,StrangeDeviceOne Watcher,strangedeviceonewatcher,Retail,,,,,
87021,StrangeDeviceOne Controller,strangedeviceonecontroller,Retail,,,,,
87022,ElysasHope Gen,elysashopegen,Retail,,,,,
87023,StrangeDeviceTwo Controller,strangedevicetwocontroller,Retail,,,,,
87024,ElysasResolve Gen,elysasresolvegen,Retail,,,,,
87025,StrangeDeviceThree Watcher,strangedevicethreewatcher,Retail,,,,,
87026,ElysaThorsten Gen,elysathorstengen,Retail,,,,,
87027,StrangeDeviceThree Controller,strangedevicethreecontroller,Retail,,,,,
87028,Thorsten Gen,thorstengen,Retail,,,,,
87029,ElysaThorstenSecondScene Gen,elysathorstensecondscenegen,Retail,,,,,
87030,ElysasCourage Gen,elysascouragegen,Retail,,,,,
87031,SecondScene Controller,secondscenecontroller,Retail,,,,,
87032,StrangeDeviceFour Controller,strangedevicefourcontroller,Retail,,,,,
87033,ElysasDetermination Gen,elysasdeterminationgen,Retail,,,,,
87034,,ace87034FinalSceneController,Retail,,,,,
87035,FinalScene Gen,finalscenegen,Retail,,,,,
87036,HeadofQueenDrop Gen,headofqueendropgen,Retail,,,,,
87037,HeadofQueenDrop Controller,headofqueendropcontroller,Retail,,,,,
