RecipeID,Description,Status,Release,Comments,Approved,Approved By,Recipe Request,Request Single Recipe,Request Recipe Range
6473,Volatile Focus To Self Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6474,Volatile Focus To Strength Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6475,Volatile Quickness To Coordination Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6476,Volatile Quickness To Endurance Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6477,Volatile Quickness To Focus Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6478,Volatile Quickness To Self Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6479,Volatile Quickness To Strength Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6480,Volatile Self To Coordination Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6481,Volatile Self To Endurance Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6482,Volatile Self To Focus Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6483,Volatile Self To Quickness Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6484,Volatile Self To Strength Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6485,Volatile Strength To Coordination Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6486,Volatile Strength To Endurance Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6487,Volatile Strength To Focus Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6488,Volatile Strength To Quickness Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6489,Volatile Strength To Self Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6490,Volatile Coordination To Endurance Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6491,Volatile Coordination To Focus Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6492,Volatile Coordination To Quickness Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6493,Volatile Coordination To Self Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6494,Volatile Coordination To Strength Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6495,Volatile Endurance To Coordination Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6496,Volatile Endurance To Focus Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6497,Volatile Endurance To Quickness Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6498,Volatile Endurance To Self Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6499,Volatile Endurance To Strength Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6500,Volatile Focus To Coordination Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6501,Volatile Focus To Endurance Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6502,Volatile Focus To Quickness Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6503,Volatile Focus To Self Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6504,Volatile Focus To Strength Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6505,Volatile Quickness To Coordination Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6506,Volatile Quickness To Endurance Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6507,Volatile Quickness To Focus Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6508,Volatile Quickness To Self Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6509,Volatile Quickness To Strength Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6510,Volatile Self To Coordination Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6511,Volatile Self To Endurance Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6512,Volatile Self To Focus Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6513,Volatile Self To Quickness Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6514,Volatile Self To Strength Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6515,Volatile Strength To Coordination Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6516,Volatile Strength To Endurance Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6517,Volatile Strength To Focus Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6518,Volatile Strength To Quickness Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6519,Volatile Strength To Self Gem,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6605,Perfect Isparian Two Handed Weapons Ingot,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6606,Major Chilling Isparian Crossbow,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6607,Major Flaming Isparian Crossbow,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6608,Major Coruscating Isparian Crossbow,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6609,Major Dissolving Isparian Crossbow,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6610,Major Chilling Isparian Dagger,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6611,Major Flaming Isparian Dagger,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6612,Major Coruscating Isparian Dagger,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6613,Major Dissolving Isparian Dagger,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6614,Major Chilling Isparian Spear,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6615,Major Flaming Isparian Spear,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6616,Major Coruscating Isparian Spear,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6617,Major Dissolving Isparian Spear,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6618,Major Chilling Isparian Staff,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6619,Major Flaming Isparian Staff,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6620,Major Coruscating Isparian Staff,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6621,Major Dissolving Isparian Staff,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6622,Major Chilling Isparian Wand,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6623,Major Flaming Isparian Wand,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6624,Major Coruscating Isparian Wand,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6625,Major Dissolving Isparian Wand,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6626,Shimmering Isparian Crossbow,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6627,Shimmering Isparian Dagger,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6628,Shimmering Isparian Spear,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6629,Shimmering Isparian Wand,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6630,Major Chilling Isparian Two Handed Sword,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6631,Major Flaming Isparian Two Handed Sword,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6632,Major Coruscating Isparian Two Handed Sword,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6633,Major Dissolving Isparian Two Handed Sword,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6634,Shimmering Isparian Two Handed Sword,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6635,Enhanced Shimmering Isparian Crossbow,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6636,Blackfire Shimmering Isparian Crossbow,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6637,Blackfire Shimmering Isparian Dagger,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6638,Blackfire Shimmering Isparian Dagger,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6639,Enhanced Shimmering Isparian Spear,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6640,Blackfire Shimmering Isparian Spear,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6641,Enhanced Shimmering Isparian Two Handed Sword,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6642,Blackfire Shimmering Isparian Two Handed Sword,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6643,Enhanced Shimmering Isparian Staff,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6644,Blackfire Shimmering Isparian Staff,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6645,Shimmering Isparian Staff,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6646,Enhanced Shimmering Isparian Wand,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6647,Blackfire Shimmering Isparian Wand,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6648,Enhanced Chilling Isparian Crossbow,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6649,Blackfire Chilling Isparian Crossbow,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6650,Blackfire Dissolving Isparian Wand,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6651,Blackfire Flaming Isparian Crossbow,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6652,Enhanced Coruscating Isparian Crossbow,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6653,Blackfire Coruscating Isparian Crossbow,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6654,46224,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6655,Blackfire Dissolving Isparian Crossbow,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6656,Enhanced Chilling Isparian Dagger,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6657,Blackfire Chilling Isparian Dagger,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6658,Enhanced Flaming Isparian Dagger,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6659,Blackfire Flaming Isparian Dagger,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6660,Enhanced Coruscating Isparian Dagger,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6661,Blackfire Coruscating Isparian Dagger,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6662,Enhanced Dissolving Isparian Dagger,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6663,Blackfire Dissolving Isparian Dagger,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6664,Enhanced Chilling Isparian Spear,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6665,Blackfire Chilling Isparian Spear,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6666,Enhanced Flaming Isparian Spear,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6667,Blackfire Flaming Isparian Spear,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6668,Enhanced Coruscating Isparian Spear,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6669,Blackfire Coruscating Isparian Spear,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6670,Enhanced Dissolving Isparian Spear,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6671,Blackfire Dissolving Isparian Spear,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6672,Enhanced Chilling Isparian Two Handed Sword,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6673,Blackfire Chilling Isparian Two Handed Sword,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6674,Enhanced Flaming Isparian Two-Handed Sword,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6675,Blackfire Flaming Isparian Two Handed Sword,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6676,Enhanced Coruscating Isparian Two Handed Sword,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6677,Blackfire Coruscating Isparian Two Handed Sword,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6678,Enhanced Dissolving Isparian Two Handed Sword,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6679,Blackfire Dissolving Isparian Two Handed Sword,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6680,Enhanced Chilling Isparian Staff,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6681,Blackfire Chilling Isparian Staff,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6682,Enhanced Flaming Isparian Staff,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6683,Blackfire Flaming Isparian Staff,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6684,Enhanced Coruscating Isparian Staff,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6685,Blackfire Coruscating Isparian Staff,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6686,Enhanced Dissolving Isparian Staff,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6687,Blackfire Dissolving Isparian Staff,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6688,Enhanced Chilling Isparian Wand,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6689,Blackfire Chilling Isparian Wand,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6690,Enhanced Flaming Isparian Wand,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6691,Blackfire Flaming Isparian Wand,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6692,Enhanced Coruscating Isparian Wand,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6693,Blackfire Coruscating Isparian Wand,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6694,Enhanced Dissolving Isparian Wand,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6695,Blackfire Dissolving Isparian Wand,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6696,Shadowfire Isparian Crossbow,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6697,Shadowfire Isparian Dagger,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6698,Shadowfire Isparian Spear,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6699,Shadowfire Isparian Staff,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6700,Shadowfire Isparian Two Handed Sword,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6701,Life-attuned Shadowfire Isparian Wand,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6702,Shadowfire Isparian Wand,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6703,Shadownether Isparian Wand,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6704,Isparian Crossbow,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6705,Isparian Crossbow,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6706,Isparian Crossbow,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6707,Isparian Crossbow,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6708,Isparian Dagger,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6709,Isparian Dagger,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6710,Isparian Dagger,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6711,Isparian Dagger,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6712,Isparian Spear,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6713,Isparian Spear,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6714,Isparian Spear,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6715,Isparian Spear,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6716,Isparian Staff,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6717,Isparian Staff,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6718,Isparian Staff,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6719,Isparian Staff,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6720,Isparian Wand,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6721,Isparian Wand,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6722,Isparian Wand,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6723,Isparian Wand,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6724,Isparian Crossbow,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6725,Isparian Dagger,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6726,Isparian Spear,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6727,Isparian Wand,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6728,Isparian Two Handed Sword,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6729,Isparian Two Handed Sword,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6730,Isparian Two Handed Sword,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6731,Isparian Two Handed Sword,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6732,Isparian Two Handed Sword,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6733,Isparian Crossbow,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6734,Isparian Crossbow,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6735,Isparian Dagger,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6736,Isparian Dagger,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6737,Isparian Spear,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6738,Isparian Spear,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6739,Isparian Two Handed Sword,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6740,Isparian Two Handed Sword,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6741,Isparian Staff,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6742,Isparian Staff,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6743,Isparian Staff,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6744,Isparian Wand,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6745,Isparian Wand,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6746,Isparian Crossbow,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6747,Isparian Crossbow,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6748,Isparian Crossbow,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6749,Isparian Crossbow,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6750,Isparian Crossbow,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6751,Isparian Crossbow,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6752,Isparian Crossbow,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6753,Isparian Crossbow,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6754,Isparian Dagger,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6755,Isparian Dagger,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6756,Isparian Dagger,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6757,Isparian Dagger,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6758,Isparian Dagger,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6759,Isparian Dagger,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6760,Isparian Dagger,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6761,Isparian Dagger,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6762,Isparian Spear,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6763,Isparian Spear,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6764,Isparian Spear,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6765,Isparian Spear,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6766,Isparian Spear,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6767,Isparian Spear,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6768,Isparian Spear,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6769,Isparian Spear,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6770,Isparian Two Handed Sword,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6771,Isparian Two Handed Sword,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6772,Isparian Two Handed Sword,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6773,Isparian Two Handed Sword,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6774,Isparian Two Handed Sword,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6775,Isparian Two Handed Sword,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6776,Isparian Two Handed Sword,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6777,Isparian Two Handed Sword,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6778,Isparian Staff,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6779,Isparian Staff,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6780,Isparian Staff,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6781,Isparian Staff,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6782,Isparian Staff,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6783,Isparian Staff,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6784,Isparian Staff,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6785,Isparian Staff,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6786,Isparian Wand,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6787,Isparian Wand,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6788,Isparian Wand,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
6789,Isparian Wand,Finished,Retail,,TRUE,,/recipe-request/,/recipe-single-request/,/recipe-range-request/
